,Image,Dice_reg,K,Model
210,173480850478104643017119358503404014196_qey2vk.png,0.8259898929145522,1,pretrained_frozen
211,173480850478104643017119358503404014196_qey2vk.png,0.8297749191959263,1,pretrained_finetune_from_0_with_KL
212,173480850478104643017119358503404014196_qey2vk.png,0.8364590988449889,1,pretrained_finetune_from_0_no_KL
213,173480850478104643017119358503404014196_qey2vk.png,0.8315006569258142,3,pretrained_frozen
214,173480850478104643017119358503404014196_qey2vk.png,0.8489511171541756,3,pretrained_finetune_from_0_with_KL
215,173480850478104643017119358503404014196_qey2vk.png,0.8421429851281133,3,pretrained_finetune_from_0_no_KL
216,173480850478104643017119358503404014196_qey2vk.png,0.8756794669472208,5,pretrained_frozen
217,173480850478104643017119358503404014196_qey2vk.png,0.8963141195040105,5,pretrained_finetune_from_0_with_KL
218,173480850478104643017119358503404014196_qey2vk.png,0.8575759707371975,5,pretrained_finetune_from_0_no_KL
219,173480850478104643017119358503404014196_qey2vk.png,0.8756794669472208,7,pretrained_frozen
220,173480850478104643017119358503404014196_qey2vk.png,0.8963141195040105,7,pretrained_finetune_from_0_with_KL
221,173480850478104643017119358503404014196_qey2vk.png,0.8575759707371975,7,pretrained_finetune_from_0_no_KL
222,173480850478104643017119358503404014196_qey2vk.png,0.8756794669472208,9,pretrained_frozen
223,173480850478104643017119358503404014196_qey2vk.png,0.8963141195040105,9,pretrained_finetune_from_0_with_KL
224,173480850478104643017119358503404014196_qey2vk.png,0.8575759707371975,9,pretrained_finetune_from_0_no_KL
225,117922406082772720514160287292487390144_3qnpe6.png,0.8956441132283975,1,pretrained_frozen
226,117922406082772720514160287292487390144_3qnpe6.png,0.8859157851068243,1,pretrained_finetune_from_0_with_KL
227,117922406082772720514160287292487390144_3qnpe6.png,0.8731789224159218,1,pretrained_finetune_from_0_no_KL
228,117922406082772720514160287292487390144_3qnpe6.png,0.8956441132283975,3,pretrained_frozen
229,117922406082772720514160287292487390144_3qnpe6.png,0.8859157851068243,3,pretrained_finetune_from_0_with_KL
230,117922406082772720514160287292487390144_3qnpe6.png,0.8731789224159218,3,pretrained_finetune_from_0_no_KL
231,117922406082772720514160287292487390144_3qnpe6.png,0.8956441132283975,5,pretrained_frozen
232,117922406082772720514160287292487390144_3qnpe6.png,0.8859157851068243,5,pretrained_finetune_from_0_with_KL
233,117922406082772720514160287292487390144_3qnpe6.png,0.8731789224159218,5,pretrained_finetune_from_0_no_KL
234,117922406082772720514160287292487390144_3qnpe6.png,0.8956441132283975,7,pretrained_frozen
235,117922406082772720514160287292487390144_3qnpe6.png,0.8859157851068243,7,pretrained_finetune_from_0_with_KL
236,117922406082772720514160287292487390144_3qnpe6.png,0.8801016854715141,7,pretrained_finetune_from_0_no_KL
237,117922406082772720514160287292487390144_3qnpe6.png,0.8956441132283975,9,pretrained_frozen
238,117922406082772720514160287292487390144_3qnpe6.png,0.8859157851068243,9,pretrained_finetune_from_0_with_KL
239,117922406082772720514160287292487390144_3qnpe6.png,0.8801016854715141,9,pretrained_finetune_from_0_no_KL
240,112456448066531979951054695594530500685_wrc6wl.png,0.8388474555800465,1,pretrained_frozen
241,112456448066531979951054695594530500685_wrc6wl.png,0.8430180192779981,1,pretrained_finetune_from_0_with_KL
242,112456448066531979951054695594530500685_wrc6wl.png,0.8206238378728854,1,pretrained_finetune_from_0_no_KL
243,112456448066531979951054695594530500685_wrc6wl.png,0.8505894078786013,3,pretrained_frozen
244,112456448066531979951054695594530500685_wrc6wl.png,0.8534973073159867,3,pretrained_finetune_from_0_with_KL
245,112456448066531979951054695594530500685_wrc6wl.png,0.833012725848497,3,pretrained_finetune_from_0_no_KL
246,112456448066531979951054695594530500685_wrc6wl.png,0.8817781207605643,5,pretrained_frozen
247,112456448066531979951054695594530500685_wrc6wl.png,0.8775970873786407,5,pretrained_finetune_from_0_with_KL
248,112456448066531979951054695594530500685_wrc6wl.png,0.8778979724886206,5,pretrained_finetune_from_0_no_KL
249,112456448066531979951054695594530500685_wrc6wl.png,0.8817781207605643,7,pretrained_frozen
250,112456448066531979951054695594530500685_wrc6wl.png,0.8775970873786407,7,pretrained_finetune_from_0_with_KL
251,112456448066531979951054695594530500685_wrc6wl.png,0.8778979724886206,7,pretrained_finetune_from_0_no_KL
252,112456448066531979951054695594530500685_wrc6wl.png,0.8817781207605643,9,pretrained_frozen
253,112456448066531979951054695594530500685_wrc6wl.png,0.8775970873786407,9,pretrained_finetune_from_0_with_KL
254,112456448066531979951054695594530500685_wrc6wl.png,0.8778979724886206,9,pretrained_finetune_from_0_no_KL
255,114041240061582113028394479929792704149_u7xmxu.png,0.8479479032924945,1,pretrained_frozen
256,114041240061582113028394479929792704149_u7xmxu.png,0.8589990634385799,1,pretrained_finetune_from_0_with_KL
257,114041240061582113028394479929792704149_u7xmxu.png,0.8308054306640301,1,pretrained_finetune_from_0_no_KL
258,114041240061582113028394479929792704149_u7xmxu.png,0.8605837712173254,3,pretrained_frozen
259,114041240061582113028394479929792704149_u7xmxu.png,0.8597707335708811,3,pretrained_finetune_from_0_with_KL
260,114041240061582113028394479929792704149_u7xmxu.png,0.8620831107379989,3,pretrained_finetune_from_0_no_KL
261,114041240061582113028394479929792704149_u7xmxu.png,0.8665811510862514,5,pretrained_frozen
262,114041240061582113028394479929792704149_u7xmxu.png,0.8617540718695141,5,pretrained_finetune_from_0_with_KL
263,114041240061582113028394479929792704149_u7xmxu.png,0.8620831107379989,5,pretrained_finetune_from_0_no_KL
264,114041240061582113028394479929792704149_u7xmxu.png,0.8665811510862514,7,pretrained_frozen
265,114041240061582113028394479929792704149_u7xmxu.png,0.8617540718695141,7,pretrained_finetune_from_0_with_KL
266,114041240061582113028394479929792704149_u7xmxu.png,0.8620831107379989,7,pretrained_finetune_from_0_no_KL
