,Image,Dice_reg,K,Model
95,278147989796380509519073707235611243961_lgo9hx.png,0.8873832989096384,3,affine frozen
96,278147989796380509519073707235611243961_lgo9hx.png,0.919281195347254,5,affine with kl
97,278147989796380509519073707235611243961_lgo9hx.png,0.8990223562507472,5,affine no kl
98,278147989796380509519073707235611243961_lgo9hx.png,0.9054383254471399,5,affine frozen
99,278147989796380509519073707235611243961_lgo9hx.png,0.919281195347254,7,affine with kl
100,278147989796380509519073707235611243961_lgo9hx.png,0.8990223562507472,7,affine no kl
101,278147989796380509519073707235611243961_lgo9hx.png,0.9054383254471399,7,affine frozen
102,278147989796380509519073707235611243961_lgo9hx.png,0.919281195347254,9,affine with kl
103,278147989796380509519073707235611243961_lgo9hx.png,0.8990223562507472,9,affine no kl
104,278147989796380509519073707235611243961_lgo9hx.png,0.9054383254471399,9,affine frozen
105,245895219126534788779109786698958326807_1a9ait.png,0.8559187761050635,1,affine with kl
106,245895219126534788779109786698958326807_1a9ait.png,0.8676376724655069,1,affine no kl
107,245895219126534788779109786698958326807_1a9ait.png,0.8599136437409441,1,affine frozen
108,245895219126534788779109786698958326807_1a9ait.png,0.881114016049321,3,affine with kl
109,245895219126534788779109786698958326807_1a9ait.png,0.8873184485030513,3,affine no kl
110,245895219126534788779109786698958326807_1a9ait.png,0.8712077553582375,3,affine frozen
111,245895219126534788779109786698958326807_1a9ait.png,0.8913688464620423,5,affine with kl
112,245895219126534788779109786698958326807_1a9ait.png,0.8873184485030513,5,affine no kl
113,245895219126534788779109786698958326807_1a9ait.png,0.8712077553582375,5,affine frozen
114,245895219126534788779109786698958326807_1a9ait.png,0.8913688464620423,7,affine with kl
115,245895219126534788779109786698958326807_1a9ait.png,0.9120299364425366,7,affine no kl
116,245895219126534788779109786698958326807_1a9ait.png,0.891822252456679,7,affine frozen
117,245895219126534788779109786698958326807_1a9ait.png,0.8913688464620423,9,affine with kl
118,245895219126534788779109786698958326807_1a9ait.png,0.9120299364425366,9,affine no kl
119,245895219126534788779109786698958326807_1a9ait.png,0.891822252456679,9,affine frozen
120,47513502650936350354964244779459913004-3_th1gik.png,0.8816159646606924,1,affine with kl
121,47513502650936350354964244779459913004-3_th1gik.png,0.8776427812464828,1,affine no kl
122,47513502650936350354964244779459913004-3_th1gik.png,0.8706564520394124,1,affine frozen
123,47513502650936350354964244779459913004-3_th1gik.png,0.8970721008519543,3,affine with kl
124,47513502650936350354964244779459913004-3_th1gik.png,0.8808105980272717,3,affine no kl
125,47513502650936350354964244779459913004-3_th1gik.png,0.8706564520394124,3,affine frozen
126,47513502650936350354964244779459913004-3_th1gik.png,0.9156366906818987,5,affine with kl
127,47513502650936350354964244779459913004-3_th1gik.png,0.906232418821028,5,affine no kl
128,47513502650936350354964244779459913004-3_th1gik.png,0.9053749698013513,5,affine frozen
129,47513502650936350354964244779459913004-3_th1gik.png,0.9156366906818987,7,affine with kl
130,47513502650936350354964244779459913004-3_th1gik.png,0.906232418821028,7,affine no kl
131,47513502650936350354964244779459913004-3_th1gik.png,0.9053749698013513,7,affine frozen
132,47513502650936350354964244779459913004-3_th1gik.png,0.941581775776769,9,affine with kl
133,47513502650936350354964244779459913004-3_th1gik.png,0.929400451944805,9,affine no kl
134,47513502650936350354964244779459913004-3_th1gik.png,0.9262135364551666,9,affine frozen
135,182153357033863986819477081579951131676_yetgon.png,0.8989792864556471,1,affine with kl
136,182153357033863986819477081579951131676_yetgon.png,0.8878313810110974,1,affine no kl
137,182153357033863986819477081579951131676_yetgon.png,0.8682589511118917,1,affine frozen
138,182153357033863986819477081579951131676_yetgon.png,0.8989792864556471,3,affine with kl
139,182153357033863986819477081579951131676_yetgon.png,0.8878313810110974,3,affine no kl
140,182153357033863986819477081579951131676_yetgon.png,0.8899472433405684,3,affine frozen
141,182153357033863986819477081579951131676_yetgon.png,0.9190166185509021,5,affine with kl
142,182153357033863986819477081579951131676_yetgon.png,0.9112047339651136,5,affine no kl
143,182153357033863986819477081579951131676_yetgon.png,0.8996139359255898,5,affine frozen
